,review
146,"1 and 4 are attached.The place/convenience facilities are very/The facility is old and the entry and exit are inconvenient/The styles of the styles of the lines (Line 1)There is a toilet in the station .../8 entrances + 3 elevators/Ilho Line and Saho Line Meeting/It's too narrow ..You can walk around ㅎㅎ/Transit Station (Line 4)/Complex but comfortable transfer/toilet improvement…/금정 이새끼 좁아죽겠다 금정 인성바라/3초 환승/ㅍ3ㄱ4.ㅓ/사랑해주세요/춥다/감사합니다/평촌/사람이 넘붐빔/높아서 힘듦/환승 킹/금정역/금정역/금정역/밖에 있는Local men always spit on the ground.What are you talking about?Another middle -aged man is spit on the ground.The toilet is toxic, so avoid it.In winter, the saliva from the sidewalk is freezing.The only good thing about this station is that you can quickly get out of the area using two different routes.It is common to wait for more than 15 to 20 minutes on the train to the destination, which seems to have been greatly influenced by the strike.I hope the train will be returned as scheduled after the strike./I don't like it"
147," was unpleasant all day.Please give me.It's hard to go up and down the stairs when using the subway station, but the view of the view is cool and good."
148,"The escalator is so often broken.It is a ground station, so it is influenced by the weather/Express to non -hwan Seung Station.However, it is uncomfortable because there is no taxi. "
149,"Are all employees dumb?If the train comes late, you have to make a guide broadcasting store.It may be. "
150, is tired of it.The timetable is 
151, is only expensive and 
152, There are not many restaurants around.
153," because the release is a Japanese response, I don't think it's coming out of time, unlike Japan.It was 15 minutes late.The seats are hard, so if you sit for an hour, you will be sick and painful.You can charge your card on the machine, but you need cash.Card recharge machines do not use cards.English is possible. "
154,"People are always standing at the parking lot exit to ride the train.I have to go to the train through the exit, but people who smoke are standing next to the door, so I can't smoke indirectly. "
155, The toilet is old and not clean. 
156,"It is worth visiting.There is a train to Kawara Machi, the end of Kyogi Yon./Baobao store on the first floor, two female employees, unkind and manners.There is no manner.It seems that Chinese Koreans have been in line with a lot of Koreans.Please tell me as if you were training and educating manner.When you ask first, even if you speak English short, you should say Sorry Sir.There's a male manager there's no standing here.Do you want to wait?Family members are often waiting.Japan = Kind formula disappears completely and has a bad experience without wanting to go again.??Hankyu Department Store and Baobao/If you only come to Umeda, Google Maps loses your mind, but if you come out or move on this Hankyu Moda, you didn't want to go.It is easy to see the view of the ferris wheel./Japan's subway station is too complicated and wide. "
157, Really dizzy 
158,", but very, very sad, the reverse, the station, told me to come out with me, so that I was kicked out as soon as I arrived in Umeda, "
159, is sad. 
160, ** Bad point ** 
161, I didn't know more and more. 
162,n Osaka Station and Shin Osaka are wrong 
163," is very crowded at any time.In addition, in Hankyu, the transfer from Osaka Umeda Station to the Midos Line, such as Midos Line, was quite uncomfortable because the walking distance was quite far.The route is simple, but the walk is too long.I can't get anything.From the point of view, for example, there is no one prayer on the ticket gate of the tea house because the elevator for the groove is only one in the opening and one in the Kyoto Line.This is from a wheelchair user perspective that uses a lot of elevators.In addition, I don't think I want to see that the elevator is expanding significantly.The vehicle is also shining. "
164, Can't you make a mistake? 
165, It is the worst. 
166, is the worst. 
167,"n feels so bad and worst…It's empty, so do it right. "
168,", and of course, coco is fucked? "
169, I miss the Hankyu train..
170, original wetlands.It is weak in heavy rains. 
171, I want to meet again ~!/Always garbage garbage 
172, There is about 300 meters to move from Chayamachi to the elevator. I think it's hard to move the wheelchair or the uncomfortable side of the legs. 
173,"Even in a bad elevator, you think you are a barrier -free, but you won't have a little difference.There are also steps in various parts, so I think there are many people who are forced to be around.If you get on PASMO, it's very uncomfortable "
174,There are a lot of personal accidents such as crossing. 
175," has some reason, but I want to cross it.The transfer between the Kobe and the Kyoto Line is a bit uncomfortable and the train may come as soon as it is, so I can't ride.Really "
