,review
128,".The bean knowledge is left, and first of all, the sushi restaurant called the triton in the direct connection of Ike Bukuro Station is very delicious.Many.The station is clean./It is Ike Bukuro Station in Dobu Dodge. "
129," When I meet, I think that the central or metropolitan mouth is good when you meet.It is not an area for sightseeing.The worst./ This is a good station near Shinjuku ......Someone's crowds and shops are novel and fun!Seibu Ikebukuro Line is very convenient because of the breaking home and ride grooves.There are many restaurants around you and there are many places to shopping .../The exit of Ikebukuro is full of Chinese cookers in the mainstream!/The station is still a lot of people.I miss you and get off. "
130,? Home: ☆ 
131,? Barrier Free: ☆ 
132,"It's hard to know for those who use it.I don't do it because it's good because it collects anything, but it's wide and difficult.I received a brunch with Seibu's 52 -seat happiness.The atmosphere was good and it was really delicious.Clean and old stations are extreme./There is a Dobu Department Store at the west exit of Seibu at the east exit.Home escalators and elevators are impressed. "
133, Status: ★★★ 
134,I use it every day.That's why I can go out in vain. 
135,!Tokyo Metro is full of pleasant start melody!!!!/The station used to go to the Shinjuku Central Library. 
136, is a subway line.Oh Takadanobaba./Our region's broadcasting stations are very convenient and useful/train station.I died very well./ Because I use it almost every day.
137," I think it's a convenient station.Because there is a station where there is a station, I walk quite a bit to the transfer with the Oedo Line or the Shin -Okubo area.I use it when I do it.It is very good on the bad day, and the underground passage is connected to Bashiyo.In addition, this is connected to the bankruptcy line, the side of the Shibuya, the Ikebukuro, and the subway station, it is very convenient.N "
138," is still new and is also very convenient because there is a ride./There is an exit that is convenient to go to Kabuki -cho or Yasukuni Shrine.Since the equipment is not old, there will be a lot of dirty users.It is very convenient to move!/Oe and bankruptcy, there are many route buses, so it's convenient.Therefore, the elevator next to the Seven Eleven is often used./ I visited the Tokyo Metro global stamp rally (^^)/There is an escalator to go upstairs, and there is a restaurant next to it.The influence of people is rare, but there was a different atmosphere than the old days ??Access with Doebus is also good.?? "
139,ATM and stalls are also faithful. 
140, I think it's very clean and urban.
141, I think it is convenient to use the nearest exit.
142," If you can transfer smoothly, I want to use it actively.. "
143, The toilet was clean. 
144, There is no need to use a long escalator or staircase to reach all platforms.Tremendous.You can use three subway lines.Shinjuku JR Station is in the right to walk. 
145, is great M (_ _) M 
146, Thank you thickly.Hot at any time!!It's not a fool./It's the best to use this station. 
147, It can go straight to the restaurant and is more convenient than anywhere.It is much better than Shinjuku. 
148,? Access: ☆☆☆☆ 
149,? Home: ☆ 
150,? Home security: ☆☆☆ 
151,? Barrier Free: ☆ 
152,? Public: ☆ 
153,".Takano is also the same when using Isetan.It is a good station to ride the line, Fukuto Fresh and Marunuchi Line.But here I can't use the LTE service.!When you arrive at this station with the Tokyo Metro Buddha, can you stop delaying in front of each time?It's indispensable ./ It's a big station and it's clean, but it's a bit confusing to find the way.Because it is underground, you can move comfortably even on rainy days.When you stop at the station, it becomes increasingly congested.There are many professional jobs and meals, so you can do a lot of warriors at once.It's hard to understand.The DoAseon is a little far away.The morning is very crowded.Of course, it's not as much as Shinjuku Station, but it's still cold in the morning.What are you thinking ?/ Good service!/All lines are crowded.Sometimes you can be busy.The sign is well attached and the staff helped me.I don't have to do it.The repair shop, such as shoes, is also near the opening of the opening.This may be convenient as this .../Especially if there is a meeting place on the east side of the general station/Shinjuku Station, the station will be more convenient than Shinjuku Station.As of month, it is difficult to know the exit from the GINZA Place or the Mitsukoshi on the Marunouchi Line.Fighting Tone.In addition, you can go right away anywhere Shinjuku Kuma./Here, you can buy Danggo before going to the National Garden in Shinjuku Bridge.There are a lot of people, early, destination, if you do not decide, it is right for the walking person.????????…There are many transfer routes, such as Isetan and Marui, such as a high -convenience station/Marunouchi and the bankruptcy of the bankruptcy.…/It's a less crowded way to approach many of Shinjuku's attractions.I can walk to Shinjuku, and I am happy to be a Icetan direct communication!/I sometimes use it.To find a specific exit, I had to go around the whole station.It is a good map/Doei Shinjuku Line, the Buddhist Court, and the Marunuchi Line are on board.If you have more guidance, etc. .../The underground passage is a complicated station.You can see a variety of things just by walking.It is very close to Shinjuku Koen and is a 10 -minute walk from Oe Line.It was as usual.Very scary/beginners are difficult to get lost./Subway Marunuchi Line, Budo Shim Line, Doei Shinjuku Line Transit Station/Usually in Tokyo.It is convenient ./ It is a convenient place for transfer./ Baltic 9 is the closest to get off here.There are a lot of pubs ./ Shinjuku Station is connected to the basement.If you walk around, you arrive at the station exit different from the purpose./ It was a pass/use.Subway Terminal Station near Mon/Bright/Shinjuku Station.The nearest station of Shinjuku Nicome./It is convenient near the destination.Check out the reviews.It is night!/There are so many people near the downtown at Shinjuku Station.I think it was easy to know./ There are always a lot of people walking.It will proceed!/Pass (?) ????/Beautiful station centered on Tokyo !!????????…/It's not cumbersome and can be easily used using boards and instructions.I just passed .../All traffic is convenient/on the edge./There is a smiling child of the twins./Good place good place/Good!Oh/Convenience"
